Country,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,DeathsAgeUnder5,DeathsAge5To9,DeathsAge10To14,DeathsAge15To19,DeathsAge20To24,DeathsAge25To29,DeathsAge30To34,DeathsAge35To39,DeathsAge40To44,DeathsAge45To49,DeathsAge50To54,DeathsAge55To59,DeathsAge60To64,DeathsAge65To69,DeathsAge70To74,DeathsAge75To79,DeathsAge80To84,DeathsAge85To89,DeathsAge90AndOver,DeathsAllAges,MortalityRateAgeUnder5,MortalityRateAge5To9,MortalityRateAge10To14,MortalityRateAge15To19,MortalityRateAge20To24,MortalityRateAge25To29,MortalityRateAge30To34,MortalityRateAge35To39,MortalityRateAge40To44,MortalityRateAge45To49,MortalityRateAge50To54,MortalityRateAge55To59,MortalityRateAge60To64,MortalityRateAge65To69,MortalityRateAge70To74,MortalityRateAge75To79,MortalityRateAge80To84,MortalityRateAge85To89,MortalityRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedMortalityRatio,StandardisedMortalityRatioQF
S92000003,C71,Malignant brain cancer,Male, ,2002,2,0,0,1,5,1,4,5,8,13,18,18,24,38,16,15,6,2,0,176,1.448582562,0,0,0.618291537,3.09442323,0.677144347,2.247595073,2.577611894,4.246464818,7.613782117,10.7797341,11.75279945,19.17760056,34.2941718,17.51888755,22.6298956,14.9461937,11.83922335,0,7.226017934,6.197864465,8.376000977,8.377205243,7.167032017, ,9.68039865, ,5.033349456,4.278321498, ,5.848828888, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2003,3,4,0,1,3,3,5,6,7,14,11,22,23,27,20,18,12,5,1,185,2.213254443,2.636956952,0,0.613053127,1.826940058,2.082393364,2.896938515,3.110484406,3.660035032,8.058806261,6.705599785,13.7869663,18.15283105,24.00448084,21.68726957,26.87409487,28.79907843,30.5997552,17.12915382,7.587860244,6.533804777,8.763549388,9.034880288,7.731748827, ,10.43800689, ,5.275540763,4.476516901, ,6.13921149, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2004,3,1,2,1,0,1,5,2,9,12,10,29,33,24,26,19,14,2,1,194,2.224496152,0.667298376,1.231648438,0.611127408,0,0.687195487,3.009781791,1.044604617,4.642908731,6.769525851,6.128615117,17.68281901,25.44784349,21.05392436,27.99732949,28.00583701,32.14400514,12.34110823,16.5645188,7.92936165,6.852766683,9.127100263,9.295823817,7.99540585, ,10.69279007, ,5.213941019,4.447151169, ,6.040821025, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2005,0,1,6,1,0,2,8,9,13,12,27,21,28,18,29,21,10,1,0,207,0,0.675397302,3.732202061,0.610664647,0,1.331708649,4.962009614,4.786444788,6.600425474,6.614084693,16.50780452,12.47364201,21.29131846,15.67971567,30.83335105,30.49488848,23.10696213,5.525167136,0,8.410251243,7.303502516,9.637331913,9.46671568,8.203114422, ,10.81951013, ,5.646645466,4.862863282, ,6.488131057, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2006,2,2,3,3,1,3,6,9,6,15,18,26,30,26,24,18,15,3,3,213,1.457640954,1.378084325,1.894573311,1.819074819,0.596847452,1.934622652,3.842483782,4.828714757,3.034962771,8.112317743,10.86189106,15.23613073,22.09098541,22.76368667,25.21379194,25.71906211,34.38947224,15.01802163,45.34461911,8.60564684,7.488685255,9.842229461,10.02894482,8.666831476, ,11.48901791, ,5.803899534,4.988964677, ,6.679580365, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2007,3,0,4,1,0,3,3,9,9,11,15,28,18,28,33,19,10,0,2,196,2.131968873,0,2.545290259,0.599003259,0,1.854049244,1.968994894,4.9227134,4.535193098,5.813830574,8.842045696,17.07712763,12.22626746,24.30344588,34.31316482,26.51335436,22.55249092,0,29.8596596,7.850808994,6.790131833,9.030191679,9.025607154,7.762978529, ,10.38197927, ,5.164892529,4.409151561, ,5.979534048, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2008,1,3,1,2,2,0,4,10,6,15,18,28,22,27,21,13,11,5,2,191,0.691094556,2.156272237,0.641333975,1.202363847,1.16094803,0,2.660211221,5.597913098,3.032585127,7.771215418,10.40438371,17.37317582,14.30587256,23.03675642,21.41961016,17.78507422,24.27291584,22.48403633,29.76633428,7.593515535,6.554753787,8.750133499,8.652311153,7.42332453, ,9.974055811, ,5.028042921,4.29063226, ,5.823068775, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2009,1,0,0,1,1,5,1,3,3,15,16,21,27,35,24,24,11,8,1,197,0.679084865,0,0,0.594590416,0.576894232,2.982759649,0.656715242,1.731351897,1.528358696,7.660291602,9.05064401,13.10763239,17.09304313,29.1795543,24.04785523,32.32758621,23.68545713,34.00348536,14.44251878,7.780502929,6.731898106,8.946146197,8.94543196,7.710633874, ,10.27059613, ,4.720763179,4.045948858, ,5.446859659, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2010,2,2,0,1,3,3,4,2,5,16,28,22,14,35,29,23,16,2,1,208,1.348308547,1.451199779,0,0.59453739,1.705611462,1.780352035,2.569257549,1.186155197,2.598698572,8.037737176,15.4934955,13.7144282,8.627276985,28.71700621,28.76014043,30.27231925,33.57465114,8.382580997,12.45485116,8.162557329,7.090897308,9.35043757,9.195279664,7.966494672, ,10.51090742, ,5.125505422,4.394412236, ,5.912028377, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2011,0,0,2,1,0,2,2,8,14,7,17,19,31,26,26,18,11,6,0,190,0,0,1.344393208,0.601066292,0,1.173764026,1.252787452,4.864138531,7.334719945,3.496363782,9.204264281,11.67362988,18.83033263,20.56717953,25.82849877,23.25942007,22.36590623,24.63357556,0,7.392133214,6.378361163,8.52124683,8.172075161,7.038320034, ,9.389254008, ,4.53405003,3.878218172, ,5.240362408, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2012,3,1,0,0,1,1,6,4,8,10,13,39,22,35,30,27,14,8,2,224,1.986926027,0.708536447,0,0,0.541283708,0.585175172,3.674039239,2.529292367,4.296547724,5.011551626,6.905857229,23.46443333,13.942847,25.48234438,29.51913332,34.43570089,27.49734847,32.224281,20.31694433,8.691299776,7.590308927,9.907106133,9.747383315,8.490432344, ,11.08983414, ,5.152585062,4.442198193, ,5.914892418, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2013,2,2,1,1,0,1,3,2,9,19,23,22,21,44,29,22,17,11,3,232,1.331566788,1.382829407,0.711075715,0.622362738,0,0.574841487,1.796299623,1.296663684,4.962943356,9.593682308,11.98784537,12.98969681,13.54777526,30.64066852,28.04859177,27.42116415,32.53214942,43.18297806,29.08103916,8.969025933,7.851951422,10.20045603,9.909670996,8.64993872, ,11.25378986, ,5.296589328,4.575314118, ,6.069884393, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2014,2,5,1,1,2,1,2,7,4,14,17,21,23,33,35,19,13,9,0,209,1.339243863,3.393811046,0.719222664,0.632671138,1.090054884,0.565172915,1.191263275,4.522752677,2.282062985,7.148035822,8.744001358,12.13557167,14.92411412,22.35196901,32.96072024,23.18147434,24.24378054,33.86131909,0,8.04920413,6.994867741,9.217592304,8.696428026,7.546588927, ,9.926608156, ,4.985009712,4.255551911, ,5.771322785, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2015,1,2,4,0,0,5,3,4,5,17,19,33,24,42,26,30,14,6,2,237,0.669864152,1.343237471,2.874409848,0,0,2.765593801,1.764705882,2.540247039,2.938410907,8.87427244,9.633813672,18.6365921,15.55945983,27.72515133,24.09147347,36.27437941,25.44529262,22.11900022,17.50853541,9.078828364,7.959671761,10.31127283,9.693558327,8.48238977, ,10.98437575, ,5.41856108,4.681512105, ,6.208702736, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2016,0,4,1,0,1,1,5,6,11,18,17,23,33,37,24,19,19,9,1,229,0,2.626533239,0.712347113,0,0.550394082,0.537204068,2.901831055,3.720514919,6.669536588,9.502592096,8.610690425,12.72567322,21.09893482,24.10941766,21.45366455,23.02611646,33.80722763,31.8167356,8.321544479,8.715499088,7.623152919,9.920439786,9.251244584,8.080439349, ,10.50010635, ,5.240670028,4.524413864, ,6.008786322, ,100, 
S92000003,C71,Malignant brain cancer,Male, ,2017,2,0,2,0,0,3,6,7,8,11,13,16,27,26,42,38,15,8,5,229,1.378207779,0,1.393922498,0,0,1.575828886,3.438592469,4.211134239,5.016523173,5.931198102,6.586347009,8.667060296,16.8815416,17.64230897,34.32690657,45.44856538,26.30010169,27.15362161,40.3616403,8.673256827,7.586205039,9.872357421,9.535088169,8.321645171, ,10.82991216, ,4.841122744,4.162542441, ,5.570191268, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,1992,1,3,2,0,1,1,4,5,4,12,7,9,22,15,21,8,6,2,0,123,0.629711026,1.912996901,1.283515806,0,0.504332214,0.482120559,2.021151349,2.847915611,2.323825016,7.394125367,4.860368555,6.385016495,15.62910708,11.27878911,17.77627291,8.46059478,8.474815673,5.157164591,0,4.658476837,3.871649703,5.558222621,5.107263368,4.241209517, ,6.0525842, ,3.298906516,2.689224425, ,3.969947704, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,1993,1,1,4,1,3,3,3,3,5,4,8,20,17,23,16,14,8,3,1,138,0.632367076,0.632523071,2.534806056,0.656801508,1.56151592,1.44949944,1.487254231,1.66384737,2.955991203,2.37800818,5.498735291,14.10825262,12.17407495,17.41711724,13.12077675,15.52072016,11.27920256,7.597052344,5.62366438,5.219283665,4.384837893,6.16630876,5.728501231,4.807388683, ,6.729153641, ,3.534052147,2.910697692, ,4.216986995, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,1994,2,4,1,1,0,4,1,4,6,3,12,11,21,23,20,14,4,4,0,135,1.267499414,2.512878502,0.634690937,0.661218228,0,1.94967879,0.486431007,2.157090085,3.559816788,1.740098838,8.156773181,7.716807206,15.17067004,17.49674789,15.97367538,16.23019047,5.632930109,9.943570239,0,5.096516701,4.273097098,6.032344325,5.626443557,4.712750468, ,6.619892819, ,3.544917625,2.908817882, ,4.24297893, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,1995,0,3,0,0,1,2,5,3,5,7,15,14,12,16,27,8,8,4,4,134,0,1.895135818,0,0,0.558724767,0.993196603,2.399646772,1.574389924,2.95094932,3.971067934,10.15317761,9.814161836,8.732925312,12.17767224,22.28384669,8.887506388,11.24464123,9.679605072,20.8910012,5.055960808,4.23618781,5.98809105,5.595376447,4.682859451, ,6.587917796, ,3.239225675,2.664482931, ,3.869262268, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,1996,3,2,3,1,1,0,3,3,3,3,9,13,9,16,18,5,7,2,0,101,1.979257383,1.266897242,1.914975105,0.652997257,0.584839783,0,1.441524556,1.538516767,1.747711954,1.678725512,5.983406021,9.198525406,6.582556226,12.23690651,15.10041778,5.360550636,9.966682803,4.799616031,0,3.818280111,3.11005186,4.639556464,4.161547006,3.385851486, ,5.016050558, ,2.74574845,2.168410622, ,3.390199296, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,1997,1,2,2,2,1,1,6,2,8,7,15,8,23,19,14,18,14,3,3,149,0.676557944,1.266881192,1.274770382,1.283705287,0.617558421,0.518510837,2.883644927,1.008247464,4.54940943,4.085134197,9.321517792,5.66776952,16.90294038,14.50724981,11.90719194,18.52404524,20.56253213,7.122168938,14.87357462,5.641763896,4.772264108,6.623856195,6.113758393,5.167641836, ,7.138233196, ,3.659088593,3.025736803, ,4.351732033, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,1998,2,1,0,1,1,0,0,5,3,8,13,9,11,15,24,16,9,2,3,123,1.384341711,0.638170238,0,0.636642602,0.640770976,0,0,2.476767917,1.662086694,4.75093237,7.805885638,6.305391109,8.035472961,11.48096838,20.5229943,15.92039801,13.77663483,4.703115814,14.3636886,4.662483572,3.874979691,5.563003224,5.091472324,4.229503051, ,6.032193515, ,2.858215033,2.308862943, ,3.465315178, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,1999,0,2,1,2,0,4,3,6,4,5,8,10,16,23,21,20,14,10,1,150,0,1.284562767,0.631444682,1.273512219,0,2.259006376,1.471684785,2.927029163,2.161753182,2.980199554,4.693871564,6.920798383,11.62115049,17.72407469,18.01477211,19.33095563,22.29476869,23.49513651,4.635853692,5.691703204,4.817311934,6.678916455,6.052099883,5.119137483, ,7.062006932, ,3.311994806,2.736929625, ,3.941080404, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2000,1,0,2,0,2,0,2,3,4,4,7,9,17,22,19,15,9,9,1,126,0.725915924,0,1.272199888,0,1.285140562,0,1.002054211,1.4441754,2.109382004,2.374352247,4.016432949,6.197450782,12.32723739,17.02391086,16.25070562,14.94827895,13.60729351,21.0925965,4.473872584,4.789028109,3.989388309,5.701948092,5.135172821,4.275290392, ,6.07267667, ,2.79217508,2.266304463, ,3.372090945, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2001,0,2,0,0,2,1,3,3,7,8,11,22,18,23,20,19,5,2,2,148,0,1.338168582,0,0,1.268343417,0.618184516,1.522417599,1.438559139,3.602120105,4.67882772,6.216620984,14.84891232,13.14549876,17.8006176,17.10308026,19.11045845,7.230030655,4.680771391,8.688852203,5.626377369,4.756448825,6.609360068,6.091643453,5.147493203, ,7.114120461, ,3.523617032,2.933446732, ,4.167076546, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2002,3,1,4,2,1,0,7,6,6,5,7,15,17,17,22,21,18,5,2,159,2.277541167,0.683060109,2.535914895,1.274811009,0.618834858,0,3.633570034,2.874526901,3.033566412,2.849847248,4.116847906,9.446319714,12.40558981,13.19947513,18.66304717,21.40629141,24.25745243,11.9881078,9.44688489,6.044806846,5.141740776,7.060826722,6.290030719,5.346289185, ,7.30935032, ,3.717750319,3.060216639, ,4.438319237, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2003,0,1,1,0,0,1,1,4,8,5,14,7,16,21,15,22,17,8,1,142,0,0.694140758,0.63746239,0,0,0.67056938,0.537660424,1.928194053,3.967702898,2.779182809,8.358258855,4.257337826,11.52663012,16.18609383,12.71240307,22.54098361,22.29303539,19.96207206,4.692412369,5.398428753,4.547051529,6.362925566,5.64025448,4.747228827, ,6.609106101, ,2.932478625,2.413573856, ,3.501156185, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2004,3,1,0,1,0,1,7,5,8,12,7,15,11,10,22,15,15,7,3,143,2.328017693,0.703467391,0,0.629215745,0,0.668775539,3.915514387,2.434784302,3.897305987,6.492803809,4.186127175,8.88651915,7.805238024,7.652573178,18.7033479,15.3606685,19.17668116,18.04867987,13.77979881,5.421396013,4.569261561,6.386326273,5.579473815,4.698819501, ,6.534650123, ,3.276945286,2.668073925, ,3.947458775, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2005,1,0,2,1,1,2,1,7,6,6,7,21,23,16,24,15,11,2,0,146,0.770831727,0,1.292799752,0.62882799,0.590054049,1.31040131,0.57853965,3.465312225,2.869536522,3.167263168,4.159165315,12.14343127,16.2046007,12.21001221,20.42379372,15.23879187,14.52912429,4.765308554,0,5.511684393,4.653921432,6.481734247,5.750751759,4.852744084, ,6.723867336, ,3.379614454,2.794641783, ,4.019349396, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2006,1,0,2,1,0,1,0,2,3,7,14,7,15,19,24,14,9,4,1,124,0.76523975,0,1.31534814,0.624516,0,0.636650708,0,0.99942533,1.428510207,3.611430694,8.193027733,3.983179602,10.36183529,14.60302821,20.40955167,14.19417633,12.07032979,8.909479686,4.466878099,4.665195124,3.880267937,5.562278816,4.931518336,4.099194222, ,5.839629478, ,2.748894335,2.227670099, ,3.324089496, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2007,0,0,1,1,2,3,1,0,7,4,6,18,19,18,22,21,11,4,5,143,0,0,0.667793011,0.616158131,1.160227405,1.821029246,0.627990806,0,3.322385283,2.021733637,3.420616053,10.64729647,12.21747098,13.806222,18.6919064,21.01134613,14.88296577,8.567511995,22.6562146,5.348909758,4.508168687,6.300938509,5.590506438,4.708831246, ,6.546723608, ,2.936005179,2.422761007, ,3.497823233, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2008,0,2,3,1,1,0,2,1,12,6,13,11,17,21,25,14,12,10,2,153,0,1.502753796,2.028987468,0.614310989,0.573272872,0,1.28076231,0.522914096,5.716545111,2.96772598,7.233393797,6.606130489,10.54649453,15.88514285,21.03403307,13.93700474,16.23859915,20.84592775,9.192866336,5.692819903,4.826513183,6.669729532,5.852154737,4.957879888, ,6.819484794, ,3.314933481,2.741551629, ,3.941951815, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2009,0,3,3,4,1,2,4,2,2,8,8,13,19,29,15,16,11,6,2,148,0,2.278336814,2.055033805,2.436558118,0.570083175,1.15999188,2.544836844,1.085729176,0.962973663,3.888024883,4.34018359,7.839448103,11.49091613,21.63258912,12.51470478,15.91438063,14.78633742,12.22444073,9.196670805,5.481623598,4.634076317,6.439316408,5.657062486,4.779239233, ,6.607803079, ,3.458421887,2.840924684, ,4.135738962, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2010,0,0,0,1,1,1,0,4,7,4,13,12,17,19,28,26,10,5,3,151,0,0,0,0.611127408,0.562347463,0.57343724,0,2.243284168,3.42569664,1.910265288,6.900688476,7.191959389,10.05691028,14.0629279,23.28288708,25.71126252,13.24819162,10.47273946,12.35890253,5.563786603,4.711762164,6.525357536,5.764187284,4.878776418, ,6.722337954, ,2.902049823,2.416745311, ,3.43109977, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2011,1,0,1,1,0,1,5,7,3,13,13,16,21,21,12,20,6,7,2,150,0.695216908,0,0.706713781,0.623208276,0,0.568320669,3.046142974,4.078493521,1.479355593,6.173982836,6.74903956,9.458277175,12.22102598,15.21761185,10.02481141,19.65486065,7.872569344,14.73125973,7.657847379,5.495310668,4.651090317,6.448460071,5.600480924,4.737469785, ,6.534637825, ,3.293935547,2.733427237, ,3.905942011, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2012,0,1,0,0,0,5,1,3,6,7,10,11,21,20,17,19,17,8,6,152,0,0.743710072,0,0,0,2.833776347,0.589521839,1.831032336,3.010914565,3.321833462,5.090068767,6.355185543,12.73993545,13.47754304,14.17682673,18.59245342,21.87536191,16.84352367,22.17212963,5.55492616,4.706943823,6.511551628,5.56956472,4.716588407, ,6.492390155, ,2.921631593,2.416217751, ,3.474330264, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2013,1,1,1,3,1,0,2,4,4,6,12,19,14,20,16,20,15,13,4,156,0.695197575,0.724291281,0.743494424,1.96308099,0.538094393,0,1.151417107,2.502064203,2.073269338,2.86027554,5.982799452,10.73100753,8.625894937,13.00542326,13.16569021,19.35864799,19.21377243,27.33102071,14.61240593,5.691311993,4.833256354,6.657787613,5.669305496,4.811727972, ,6.596171587, ,3.087687249,2.537955308, ,3.690506907, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2014,0,1,2,2,1,1,3,1,9,11,15,20,24,27,20,22,6,12,2,179,0,0.707243589,1.505343971,1.331460412,0.540353607,0.553645479,1.706552593,0.624282076,4.848928925,5.293042056,7.345163944,11.01273072,14.84257593,17.09520764,16.20115352,21.06230613,7.61218457,24.87046632,7.001575354,6.506559266,5.588264908,7.532692628,6.471833449,5.556067041, ,7.456432645, ,3.740086801,3.146319132, ,4.384419531, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2015,0,1,0,2,1,2,2,1,4,7,17,20,11,27,22,24,11,12,1,165,0,0.697048696,0,1.349381983,0.541978982,1.092341051,1.124227094,0.614733943,2.226365736,3.427122245,8.170288027,10.76721813,6.758791037,16.72157951,17.68431883,22.8863502,13.86770212,24.54690504,3.52460172,5.972783654,5.096193201,6.956873266,5.869278956,5.005114979, ,6.801248017, ,3.112666016,2.595908012, ,3.675635303, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2016,0,1,1,0,0,3,4,3,5,6,10,11,19,27,20,17,17,5,1,150,0,0.682267858,0.746285365,0,0,1.595956909,2.227072291,1.801964141,2.895043107,2.958156871,4.778698474,5.786915259,11.50497136,16.45769458,15.7294534,16.29429412,21.1925153,10.0621843,3.442340792,5.401129268,4.57137759,6.337943117,5.314492387,4.495137277, ,6.201431429, ,2.90193861,2.398537021, ,3.452580767, ,100, 
S92000003,C71,Malignant brain cancer,Female, ,2017,2,1,1,1,1,1,1,4,3,8,13,13,21,19,15,26,16,2,5,153,1.459960581,0.67646641,0.731973327,0.705387752,0.563469167,0.521180787,0.553740517,2.314453182,1.812031892,4.00781524,6.200189821,6.691407718,12.42067036,12.04872759,10.9347777,24.84448309,19.78753138,3.950305161,17.04332413,5.494702819,4.658544631,6.4376148,5.401501034,4.577393945, ,6.292815718, ,3.026059939,2.475230408, ,3.631401554, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1992,4,6,3,0,5,7,10,11,11,20,23,34,44,39,46,21,12,3,0,299,1.230534483,1.87346025,0.94150729,0,1.25693514,1.702115243,2.557047735,3.165904931,3.219763494,6.21160452,8.193596882,12.53826013,16.63547515,16.06829437,22.69027771,13.87145782,11.48688102,5.790052689,0,5.879322482,5.231730203,6.584931161,6.963470423,6.178879002, ,7.794277504, ,4.368784798,3.85570412, ,4.913449825, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1993,3,5,7,1,4,6,6,7,11,13,21,36,41,51,31,25,15,8,1,292,0.928855835,1.545757514,2.170630134,0.324127045,1.036881889,1.463157689,1.506837274,1.968387694,3.276003276,3.888350502,7.398899326,13.17576099,15.60115829,21.12579791,14.76971161,17.34581307,14.24961526,15.09889778,4.60447555,5.733967473,5.095083645,6.430802801,6.895497427,6.101018145, ,7.737898245, ,4.155086962,3.657556262, ,4.683883394, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1994,5,7,3,1,2,7,6,6,16,20,24,36,39,45,46,30,11,7,0,311,1.551749287,2.148293641,0.932957662,0.326418697,0.538022016,1.722360421,1.483232062,1.643515919,4.781171746,5.834935509,8.333246529,13.09543297,14.94900091,18.72004792,21.23142251,21.73991811,10.4169626,12.92132757,0,6.095397877,5.436709527,6.811892723,7.334874559,6.518864226, ,8.198307916, ,4.43325479,3.917626389, ,4.980298597, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1995,1,5,3,2,2,6,8,7,17,19,36,27,37,35,42,22,18,7,4,298,0.314143362,1.541397307,0.935579139,0.64969026,0.559785043,1.506689702,1.958988574,1.86718948,5.063683264,5.417241655,12.40959951,9.799046952,14.25313569,14.56252106,19.91266872,15.17094901,16.94037928,12.51631591,16.97000552,5.83891263,5.194724889,6.540913188,6.992394593,6.200067231, ,7.831674844, ,4.134030566,3.646224164, ,4.652016686, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1996,5,2,5,3,3,2,8,16,13,11,27,38,30,35,41,15,10,6,0,270,1.6124715,0.618161587,1.566577998,0.966348523,0.88119443,0.510954872,1.967405017,4.187034847,3.825610994,3.097082267,9.102954414,13.91946491,11.59586105,14.63186234,19.66162817,9.918470175,9.526077638,10.57827927,0,5.302237348,4.688589061,5.973884368,6.275406485,5.531162769, ,7.065944077, ,3.95492591,3.4640016, ,4.477909171, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1997,2,3,2,3,6,3,9,11,17,15,32,27,44,45,34,31,17,6,3,310,0.660709271,0.926569377,0.624670096,0.951673995,1.863053172,0.791577614,2.217950614,2.830951045,4.893325504,4.409858091,10.05618896,9.882435618,17.0500341,18.75711207,16.50116964,19.56996578,16.66781054,10.404925,11.99664094,6.098352658,5.438313521,6.816414607,7.060011967,6.280639834, ,7.884307404, ,4.23189515,3.738561041, ,4.755359524, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1998,3,2,0,1,2,1,4,9,7,14,26,31,41,30,44,34,17,8,5,279,1.012176483,0.623631908,0,0.314153231,0.646322586,0.275231125,0.994329834,2.28242759,1.971281248,4.189133388,7.876687429,11.21400666,15.73890311,12.51225158,21.38839874,20.66831608,17.37992516,13.63070999,19.16663472,5.495295515,4.869330999,6.179412742,6.766170616,5.954118691, ,7.629378668, ,3.583294351,3.141142571, ,4.054136963, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,1999,0,5,3,4,1,5,6,14,14,17,29,33,31,48,50,34,24,14,1,333,0,1.570105197,0.924160323,1.259148501,0.325328093,1.444969771,1.51320651,3.508015816,3.855538481,5.111767288,8.57995781,11.7533506,11.81537523,20.10816517,24.30594378,19.98072448,25.43666271,23.7123355,3.690717845,6.565522136,5.879205819,7.309953648,7.618130745,6.802367132, ,8.479423099, ,4.256127912,3.774677642, ,4.766057112, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2000,2,3,3,3,4,1,6,11,16,14,27,28,45,55,46,37,20,13,1,335,0.706182273,0.957420327,0.92912625,0.943704859,1.291968799,0.303056017,1.551457983,2.729135757,4.309137526,4.199714419,7.806559245,9.894237667,17.09492623,23.04746101,22.26804922,22.26541579,19.91337681,21.898425,3.53406842,6.616708869,5.927052425,7.364580809,7.757818492,6.932051485, ,8.629381777, ,4.341187503,3.851007644, ,4.860306738, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2001,4,4,1,1,3,1,5,8,20,24,31,44,37,50,46,40,11,7,4,341,1.447906147,1.307988869,0.309671346,0.314856504,0.951188193,0.317576258,1.311520131,1.983969526,5.278604759,7.096224808,8.834853783,15.16519725,14.14638063,20.87996526,22.20312968,24.15225582,10.36474479,11.78272652,13.61238727,6.733541329,6.037739459,7.487535025,7.822248183,6.987022016, ,8.703948292, ,4.500845284,3.996207822, ,5.035053592, ,100, 
S92000003,"C70-C72, C75.1-C75.3","Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,d,2002,5,1,5,3,6,1,11,11,14,18,27,33,43,55,38,36,24,7,2,340,1.853313911,0.33295044,1.547915731,0.941554569,1.856579253,0.331818031,2.968031601,2.731507693,3.62526186,5.199441927,8.011560385,10.5787201,16.40088336,22.95502068,18.16356771,21.89967515,20.98856123,11.94518865,7.488673382,6.711409396,6.01690333,7.464088125,7.437665364,6.656276006, ,8.261794033, ,4.463027274,3.949911599, ,5.007022833, ,100, 
