code,year,gender,e0
FRATNP,1842,male,39.18
FRATNP,1843,male,40.17
FRATNP,1844,male,41.71
FRATNP,1845,male,43
FRATNP,1846,male,40.09
FRATNP,1847,male,39.71
FRATNP,1848,male,39.54
FRATNP,1849,male,35.23
FRATNP,1850,male,42.63
FRATNP,1851,male,41.21
FRATNP,1852,male,40.76
FRATNP,1853,male,41.9
FRATNP,1854,male,35.36
FRATNP,1855,male,35.81
FRATNP,1856,male,39.13
FRATNP,1857,male,39.07
FRATNP,1858,male,39.38
FRATNP,1859,male,34.75
FRATNP,1860,male,42.85
FRATNP,1861,male,40.15
FRATNP,1862,male,42.11
FRATNP,1863,male,41.21
FRATNP,1864,male,41.37
FRATNP,1865,male,39.5
FRATNP,1866,male,41.11
FRATNP,1867,male,41.65
FRATNP,1868,male,39.43
FRATNP,1869,male,40.17
FRATNP,1870,male,34.77
FRATNP,1871,male,27.34
FRATNP,1872,male,41.44
FRATNP,1873,male,40.97
FRATNP,1874,male,43.36
FRATNP,1875,male,42.33
FRATNP,1876,male,42.53
FRATNP,1877,male,43.33
FRATNP,1878,male,42.37
FRATNP,1879,male,42.92
FRATNP,1880,male,41.84
FRATNP,1881,male,42.38
FRATNP,1882,male,41.93
FRATNP,1883,male,42.06
FRATNP,1884,male,41.23
FRATNP,1885,male,42.68
FRATNP,1886,male,41.91
FRATNP,1887,male,42.51
FRATNP,1888,male,42.71
FRATNP,1889,male,44.17
FRATNP,1890,male,42.11
FRATNP,1891,male,42.75
FRATNP,1892,male,42.18
FRATNP,1893,male,42.05
FRATNP,1894,male,43.93
FRATNP,1895,male,43.71
FRATNP,1896,male,45.94
FRATNP,1897,male,46.29
FRATNP,1898,male,44.4
FRATNP,1899,male,43.47
FRATNP,1900,male,43.34
FRATNP,1901,male,45.23
FRATNP,1902,male,46.28
FRATNP,1903,male,46.76
FRATNP,1904,male,46.43
FRATNP,1905,male,46.57
FRATNP,1906,male,45.89
FRATNP,1907,male,46.46
FRATNP,1908,male,47.4
FRATNP,1909,male,48.08
FRATNP,1910,male,49.47
FRATNP,1911,male,46.35
FRATNP,1912,male,49.48
FRATNP,1913,male,49.4
FRATNP,1914,male,29.37
FRATNP,1915,male,27.28
FRATNP,1916,male,30.84
FRATNP,1917,male,35.49
FRATNP,1918,male,28.37
FRATNP,1919,male,43.86
FRATNP,1920,male,49.94
FRATNP,1921,male,50.63
FRATNP,1922,male,52.94
FRATNP,1923,male,52.53
FRATNP,1924,male,53.02
FRATNP,1925,male,52.05
FRATNP,1926,male,51.77
FRATNP,1927,male,53.68
FRATNP,1928,male,53.28
FRATNP,1929,male,51.97
FRATNP,1930,male,54.32
FRATNP,1931,male,54.54
FRATNP,1932,male,54.72
FRATNP,1933,male,55.11
FRATNP,1934,male,55.45
FRATNP,1935,male,55.44
FRATNP,1936,male,55.84
FRATNP,1937,male,56.13
FRATNP,1938,male,55.87
FRATNP,1939,male,56.52
FRATNP,1940,male,42.29
FRATNP,1941,male,53.77
FRATNP,1942,male,53.59
FRATNP,1943,male,48.86
FRATNP,1944,male,41.71
FRATNP,1945,male,51.37
FRATNP,1946,male,59.65
FRATNP,1947,male,61.13
FRATNP,1948,male,62.72
FRATNP,1949,male,62.16
FRATNP,1950,male,63.43
FRATNP,1951,male,63.17
FRATNP,1952,male,64.41
FRATNP,1953,male,64.29
FRATNP,1954,male,65.03
FRATNP,1955,male,65.23
FRATNP,1956,male,65.17
FRATNP,1957,male,65.49
FRATNP,1958,male,66.85
FRATNP,1959,male,66.86
FRATNP,1960,male,67.02
FRATNP,1961,male,67.46
FRATNP,1962,male,66.99
FRATNP,1963,male,66.81
FRATNP,1964,male,67.68
FRATNP,1965,male,67.47
FRATNP,1966,male,67.82
FRATNP,1967,male,67.79
FRATNP,1968,male,67.76
FRATNP,1969,male,67.41
FRATNP,1970,male,68.37
FRATNP,1971,male,68.31
FRATNP,1972,male,68.48
FRATNP,1973,male,68.69
FRATNP,1974,male,68.93
FRATNP,1975,male,69.02
FRATNP,1976,male,69.15
FRATNP,1977,male,69.7
FRATNP,1978,male,69.82
FRATNP,1979,male,70.05
FRATNP,1980,male,70.15
FRATNP,1981,male,70.37
FRATNP,1982,male,70.71
FRATNP,1983,male,70.73
FRATNP,1984,male,71.14
FRATNP,1985,male,71.24
FRATNP,1986,male,71.5
FRATNP,1987,male,72.03
FRATNP,1988,male,72.32
FRATNP,1989,male,72.45
FRATNP,1990,male,72.72
FRATNP,1991,male,72.88
FRATNP,1992,male,73.15
FRATNP,1993,male,73.25
FRATNP,1994,male,73.64
FRATNP,1995,male,73.84
FRATNP,1996,male,74.07
FRATNP,1997,male,74.51
FRATNP,1998,male,74.72
FRATNP,1999,male,74.94
FRATNP,2000,male,75.24
FRATNP,2001,male,75.43
FRATNP,2002,male,75.71
FRATNP,2003,male,75.81
FRATNP,2004,male,76.68
FRATNP,2005,male,76.73
FRATNP,2006,male,77.17
FRATNP,2007,male,77.4
FRATNP,2008,male,77.6
FRATNP,2009,male,77.76
FRATNP,2010,male,78.02
FRATNP,2011,male,78.44
FRATNP,2012,male,78.5
FRATNP,2013,male,78.77
FRATNP,2014,male,79.28
FRATNP,2015,male,79.03
FRATNP,2016,male,79.34
GBR_NIR,1922,male,53.92
GBR_NIR,1923,male,55.32
GBR_NIR,1924,male,53.7
GBR_NIR,1925,male,54.12
GBR_NIR,1926,male,54.61
GBR_NIR,1927,male,56.63
GBR_NIR,1928,male,56.34
GBR_NIR,1929,male,54.71
GBR_NIR,1930,male,57.99
GBR_NIR,1931,male,57.07
GBR_NIR,1932,male,57.11
GBR_NIR,1933,male,56.21
GBR_NIR,1934,male,57.53
GBR_NIR,1935,male,55.86
GBR_NIR,1936,male,57.37
GBR_NIR,1937,male,57.46
GBR_NIR,1938,male,58.33
GBR_NIR,1939,male,59.45
GBR_NIR,1940,male,56.68
GBR_NIR,1941,male,56.53
GBR_NIR,1942,male,58.98
GBR_NIR,1943,male,59.6
GBR_NIR,1944,male,61.49
GBR_NIR,1945,male,62.53
GBR_NIR,1946,male,62.62
GBR_NIR,1947,male,62.53
GBR_NIR,1948,male,64.69
GBR_NIR,1949,male,65.14
GBR_NIR,1950,male,65.37
GBR_NIR,1951,male,64.45
GBR_NIR,1952,male,66.3
GBR_NIR,1953,male,66.52
GBR_NIR,1954,male,67.17
GBR_NIR,1955,male,67.28
GBR_NIR,1956,male,68.01
GBR_NIR,1957,male,67.47
GBR_NIR,1958,male,67.74
GBR_NIR,1959,male,67.78
GBR_NIR,1960,male,67.79
GBR_NIR,1961,male,67.11
GBR_NIR,1962,male,68.27
GBR_NIR,1963,male,67.6
GBR_NIR,1964,male,68.07
GBR_NIR,1965,male,68.13
GBR_NIR,1966,male,67.59
GBR_NIR,1967,male,68.95
GBR_NIR,1968,male,68.53
GBR_NIR,1969,male,67.76
GBR_NIR,1970,male,67.75
GBR_NIR,1971,male,68.12
GBR_NIR,1972,male,67.31
GBR_NIR,1973,male,66.56
GBR_NIR,1974,male,66.87
GBR_NIR,1975,male,67.68
GBR_NIR,1976,male,67.71
GBR_NIR,1977,male,67.83
GBR_NIR,1978,male,68.59
GBR_NIR,1979,male,68.27
GBR_NIR,1980,male,68.47
GBR_NIR,1981,male,69.24
GBR_NIR,1982,male,69.92
GBR_NIR,1983,male,69.88
GBR_NIR,1984,male,70.37
GBR_NIR,1985,male,70.48
GBR_NIR,1986,male,70.64
GBR_NIR,1987,male,71.38
GBR_NIR,1988,male,71.17
GBR_NIR,1989,male,71.66
GBR_NIR,1990,male,72.11
GBR_NIR,1991,male,72.36
GBR_NIR,1992,male,72.86
GBR_NIR,1993,male,72.62
GBR_NIR,1994,male,73.19
GBR_NIR,1995,male,73.25
GBR_NIR,1996,male,73.82
GBR_NIR,1997,male,74.14
GBR_NIR,1998,male,74.23
GBR_NIR,1999,male,74.16
GBR_NIR,2000,male,74.81
GBR_NIR,2001,male,75.19
GBR_NIR,2002,male,75.39
GBR_NIR,2003,male,75.88
GBR_NIR,2004,male,76.01
GBR_NIR,2005,male,75.97
GBR_NIR,2006,male,76.15
GBR_NIR,2007,male,76.26
GBR_NIR,2008,male,76.52
GBR_NIR,2009,male,77.21
GBR_NIR,2010,male,77.17
GBR_NIR,2011,male,77.85
GBR_NIR,2012,male,78.05
GBR_NIR,2013,male,78.1
GBR_NIR,2014,male,78.61
GBR_NIR,2015,male,78.17
GBR_NIR,2016,male,78.76
GBR_NP,1922,male,55.18
GBR_NP,1923,male,57.37
GBR_NP,1924,male,56.15
GBR_NP,1925,male,56.49
GBR_NP,1926,male,57.59
GBR_NP,1927,male,56.95
GBR_NP,1928,male,57.87
GBR_NP,1929,male,55.64
GBR_NP,1930,male,58.66
GBR_NP,1931,male,57.97
GBR_NP,1932,male,58.58
GBR_NP,1933,male,58.63
GBR_NP,1934,male,59.32
GBR_NP,1935,male,59.94
GBR_NP,1936,male,59.63
GBR_NP,1937,male,59.69
GBR_NP,1938,male,61.04
GBR_NP,1939,male,61.38
GBR_NP,1940,male,58.17
GBR_NP,1941,male,58.05
GBR_NP,1942,male,60.64
GBR_NP,1943,male,60.77
GBR_NP,1944,male,61.37
GBR_NP,1945,male,62.79
GBR_NP,1946,male,63.71
GBR_NP,1947,male,64.02
GBR_NP,1948,male,66.01
GBR_NP,1949,male,65.82
GBR_NP,1950,male,66.24
GBR_NP,1951,male,65.71
GBR_NP,1952,male,66.83
GBR_NP,1953,male,67.12
GBR_NP,1954,male,67.41
GBR_NP,1955,male,67.37
GBR_NP,1956,male,67.59
GBR_NP,1957,male,67.61
GBR_NP,1958,male,67.79
GBR_NP,1959,male,67.92
GBR_NP,1960,male,68.04
GBR_NP,1961,male,67.81
GBR_NP,1962,male,67.83
GBR_NP,1963,male,67.71
GBR_NP,1964,male,68.41
GBR_NP,1965,male,68.36
GBR_NP,1966,male,68.28
GBR_NP,1967,male,68.94
GBR_NP,1968,male,68.56
GBR_NP,1969,male,68.47
GBR_NP,1970,male,68.69
GBR_NP,1971,male,69.05
GBR_NP,1972,male,68.84
GBR_NP,1973,male,69.01
GBR_NP,1974,male,69.22
GBR_NP,1975,male,69.51
GBR_NP,1976,male,69.53
GBR_NP,1977,male,70
GBR_NP,1978,male,69.94
GBR_NP,1979,male,70.06
GBR_NP,1980,male,70.51
GBR_NP,1981,male,70.85
GBR_NP,1982,male,71.03
GBR_NP,1983,male,71.27
GBR_NP,1984,male,71.68
GBR_NP,1985,male,71.61
GBR_NP,1986,male,71.82
GBR_NP,1987,male,72.21
GBR_NP,1988,male,72.34
GBR_NP,1989,male,72.58
GBR_NP,1990,male,72.84
GBR_NP,1991,male,73.08
GBR_NP,1992,male,73.51
GBR_NP,1993,male,73.44
GBR_NP,1994,male,74
GBR_NP,1995,male,73.93
GBR_NP,1996,male,74.22
GBR_NP,1997,male,74.57
GBR_NP,1998,male,74.72
GBR_NP,1999,male,74.87
GBR_NP,2000,male,75.38
GBR_NP,2001,male,75.7
GBR_NP,2002,male,75.85
GBR_NP,2003,male,76.07
GBR_NP,2004,male,76.63
GBR_NP,2005,male,76.91
GBR_NP,2006,male,77.12
GBR_NP,2007,male,77.36
GBR_NP,2008,male,77.55
GBR_NP,2009,male,78.03
GBR_NP,2010,male,78.36
GBR_NP,2011,male,78.78
GBR_NP,2012,male,78.96
GBR_NP,2013,male,79
GBR_NP,2014,male,79.25
GBR_NP,2015,male,79.04
GBR_NP,2016,male,79.18
GBR_SCO,1855,male,41.48
GBR_SCO,1856,male,42.54
GBR_SCO,1857,male,41.8
GBR_SCO,1858,male,41.45
GBR_SCO,1859,male,42.49
GBR_SCO,1860,male,40.25
GBR_SCO,1861,male,42.67
GBR_SCO,1862,male,41.32
GBR_SCO,1863,male,39.36
GBR_SCO,1864,male,38.79
GBR_SCO,1865,male,40.61
GBR_SCO,1866,male,40.98
GBR_SCO,1867,male,42.14
GBR_SCO,1868,male,41.94
GBR_SCO,1869,male,39.8
GBR_SCO,1870,male,40.47
GBR_SCO,1871,male,40.44
GBR_SCO,1872,male,40.25
GBR_SCO,1873,male,40.36
GBR_SCO,1874,male,39.03
GBR_SCO,1875,male,39.88
GBR_SCO,1876,male,42.11
GBR_SCO,1877,male,42.9
GBR_SCO,1878,male,42.24
GBR_SCO,1879,male,44.1
GBR_SCO,1880,male,42.45
GBR_SCO,1881,male,44.05
GBR_SCO,1882,male,43.96
GBR_SCO,1883,male,43.14
GBR_SCO,1884,male,43.73
GBR_SCO,1885,male,44.5
GBR_SCO,1886,male,45.13
GBR_SCO,1887,male,44.76
GBR_SCO,1888,male,46.38
GBR_SCO,1889,male,45.3
GBR_SCO,1890,male,43.26
GBR_SCO,1891,male,42.78
GBR_SCO,1892,male,45.04
GBR_SCO,1893,male,43.59
GBR_SCO,1894,male,46.93
GBR_SCO,1895,male,43.7
GBR_SCO,1896,male,47.31
GBR_SCO,1897,male,44.92
GBR_SCO,1898,male,45.2
GBR_SCO,1899,male,45.33
GBR_SCO,1900,male,44.81
GBR_SCO,1901,male,45.28
GBR_SCO,1902,male,46.56
GBR_SCO,1903,male,47.41
GBR_SCO,1904,male,47.12
GBR_SCO,1905,male,48.27
GBR_SCO,1906,male,48.35
GBR_SCO,1907,male,48.18
GBR_SCO,1908,male,47.7
GBR_SCO,1909,male,49.28
GBR_SCO,1910,male,49.75
GBR_SCO,1911,male,49.97
GBR_SCO,1912,male,50.11
GBR_SCO,1913,male,49.91
GBR_SCO,1914,male,49.76
GBR_SCO,1915,male,47.11
GBR_SCO,1916,male,50.97
GBR_SCO,1917,male,50.77
GBR_SCO,1918,male,47.3
GBR_SCO,1919,male,49.08
GBR_SCO,1920,male,52.06
GBR_SCO,1921,male,54.36
GBR_SCO,1922,male,52.15
GBR_SCO,1923,male,55.68
GBR_SCO,1924,male,52.94
GBR_SCO,1925,male,54.38
GBR_SCO,1926,male,55.4
GBR_SCO,1927,male,54.89
GBR_SCO,1928,male,55.1
GBR_SCO,1929,male,53.92
GBR_SCO,1930,male,55.65
GBR_SCO,1931,male,56.16
GBR_SCO,1932,male,55.97
GBR_SCO,1933,male,56.72
GBR_SCO,1934,male,56.93
GBR_SCO,1935,male,57.48
GBR_SCO,1936,male,56.79
GBR_SCO,1937,male,56.73
GBR_SCO,1938,male,58.83
GBR_SCO,1939,male,58.89
GBR_SCO,1940,male,55.48
GBR_SCO,1941,male,53.61
GBR_SCO,1942,male,55.85
GBR_SCO,1943,male,55.63
GBR_SCO,1944,male,56.65
GBR_SCO,1945,male,59.68
GBR_SCO,1946,male,60.65
GBR_SCO,1947,male,61.19
GBR_SCO,1948,male,63.46
GBR_SCO,1949,male,63.69
GBR_SCO,1950,male,64.15
GBR_SCO,1951,male,64.14
GBR_SCO,1952,male,65.04
GBR_SCO,1953,male,65.59
GBR_SCO,1954,male,65.51
GBR_SCO,1955,male,65.74
GBR_SCO,1956,male,65.94
GBR_SCO,1957,male,65.84
GBR_SCO,1958,male,66.15
GBR_SCO,1959,male,65.97
GBR_SCO,1960,male,66.32
GBR_SCO,1961,male,66.16
GBR_SCO,1962,male,66.1
GBR_SCO,1963,male,65.87
GBR_SCO,1964,male,66.71
GBR_SCO,1965,male,66.6
GBR_SCO,1966,male,66.69
GBR_SCO,1967,male,67.47
GBR_SCO,1968,male,67.01
GBR_SCO,1969,male,67.02
GBR_SCO,1970,male,67.13
GBR_SCO,1971,male,67.55
GBR_SCO,1972,male,67.32
GBR_SCO,1973,male,67.34
GBR_SCO,1974,male,67.54
GBR_SCO,1975,male,67.91
GBR_SCO,1976,male,67.95
GBR_SCO,1977,male,68.42
GBR_SCO,1978,male,68.36
GBR_SCO,1979,male,68.37
GBR_SCO,1980,male,68.94
GBR_SCO,1981,male,69.11
GBR_SCO,1982,male,69.25
GBR_SCO,1983,male,69.65
GBR_SCO,1984,male,69.9
GBR_SCO,1985,male,70.05
GBR_SCO,1986,male,70.09
GBR_SCO,1987,male,70.48
GBR_SCO,1988,male,70.49
GBR_SCO,1989,male,70.66
GBR_SCO,1990,male,71.12
GBR_SCO,1991,male,71.38
GBR_SCO,1992,male,71.6
GBR_SCO,1993,male,71.4
GBR_SCO,1994,male,72.11
GBR_SCO,1995,male,72.11
GBR_SCO,1996,male,72.01
GBR_SCO,1997,male,72.56
GBR_SCO,1998,male,72.63
GBR_SCO,1999,male,72.7
GBR_SCO,2000,male,73.18
GBR_SCO,2001,male,73.37
GBR_SCO,2002,male,73.33
GBR_SCO,2003,male,73.73
GBR_SCO,2004,male,74.24
GBR_SCO,2005,male,74.67
GBR_SCO,2006,male,74.84
GBR_SCO,2007,male,74.86
GBR_SCO,2008,male,75.27
GBR_SCO,2009,male,75.91
GBR_SCO,2010,male,76.23
GBR_SCO,2011,male,76.5
GBR_SCO,2012,male,76.8
GBR_SCO,2013,male,77.03
GBR_SCO,2014,male,77.32
GBR_SCO,2015,male,76.95
GBR_SCO,2016,male,76.93
GBRCENW,1841,male,40.61
GBRCENW,1842,male,40.42
GBRCENW,1843,male,40.84
GBRCENW,1844,male,40.53
GBRCENW,1845,male,41.49
GBRCENW,1846,male,38.91
GBRCENW,1847,male,37.33
GBRCENW,1848,male,38.46
GBRCENW,1849,male,36.54
GBRCENW,1850,male,41.86
GBRCENW,1851,male,40.4
GBRCENW,1852,male,39.81
GBRCENW,1853,male,39.42
GBRCENW,1854,male,38.3
GBRCENW,1855,male,39.88
GBRCENW,1856,male,42.12
GBRCENW,1857,male,40.9
GBRCENW,1858,male,39.08
GBRCENW,1859,male,39.8
GBRCENW,1860,male,41.82
GBRCENW,1861,male,41.17
GBRCENW,1862,male,41.31
GBRCENW,1863,male,39.17
GBRCENW,1864,male,38.68
GBRCENW,1865,male,39.28
GBRCENW,1866,male,39.1
GBRCENW,1867,male,41.17
GBRCENW,1868,male,40.62
GBRCENW,1869,male,40.19
GBRCENW,1870,male,39.43
GBRCENW,1871,male,39.75
GBRCENW,1872,male,41.25
GBRCENW,1873,male,42.12
GBRCENW,1874,male,40.54
GBRCENW,1875,male,40.24
GBRCENW,1876,male,41.94
GBRCENW,1877,male,42.89
GBRCENW,1878,male,41.39
GBRCENW,1879,male,42.58
GBRCENW,1880,male,42.13
GBRCENW,1881,male,44.54
GBRCENW,1882,male,43.34
GBRCENW,1883,male,43.49
GBRCENW,1884,male,43.2
GBRCENW,1885,male,44.22
GBRCENW,1886,male,43.74
GBRCENW,1887,male,44.11
GBRCENW,1888,male,45.09
GBRCENW,1889,male,44.69
GBRCENW,1890,male,42.95
GBRCENW,1891,male,42.52
GBRCENW,1892,male,43.87
GBRCENW,1893,male,43.24
GBRCENW,1894,male,46.67
GBRCENW,1895,male,44.07
GBRCENW,1896,male,45.71
GBRCENW,1897,male,45.34
GBRCENW,1898,male,45.19
GBRCENW,1899,male,44.29
GBRCENW,1900,male,44.39
GBRCENW,1901,male,45.98
GBRCENW,1902,male,47.12
GBRCENW,1903,male,48.48
GBRCENW,1904,male,47.25
GBRCENW,1905,male,48.99
GBRCENW,1906,male,48.68
GBRCENW,1907,male,49.56
GBRCENW,1908,male,49.87
GBRCENW,1909,male,50.67
GBRCENW,1910,male,52.05
GBRCENW,1911,male,49.56
GBRCENW,1912,male,52.61
GBRCENW,1913,male,51.75
GBRCENW,1914,male,51.29
GBRCENW,1915,male,48.5
GBRCENW,1916,male,49.68
GBRCENW,1917,male,48.63
GBRCENW,1918,male,41.06
GBRCENW,1919,male,50.54
GBRCENW,1920,male,54.02
GBRCENW,1921,male,56.21
GBRCENW,1922,male,55.65
GBRCENW,1923,male,57.68
GBRCENW,1924,male,56.69
GBRCENW,1925,male,56.87
GBRCENW,1926,male,58
GBRCENW,1927,male,57.25
GBRCENW,1928,male,58.32
GBRCENW,1929,male,55.91
GBRCENW,1930,male,59.1
GBRCENW,1931,male,58.25
GBRCENW,1932,male,59.01
GBRCENW,1933,male,58.99
GBRCENW,1934,male,59.72
GBRCENW,1935,male,60.45
GBRCENW,1936,male,60.11
GBRCENW,1937,male,60.17
GBRCENW,1938,male,61.43
GBRCENW,1939,male,61.78
GBRCENW,1940,male,58.61
GBRCENW,1941,male,58.73
GBRCENW,1942,male,61.36
GBRCENW,1943,male,61.48
GBRCENW,1944,male,61.96
GBRCENW,1945,male,63.19
GBRCENW,1946,male,64.16
GBRCENW,1947,male,64.4
GBRCENW,1948,male,66.38
GBRCENW,1949,male,66.11
GBRCENW,1950,male,66.52
GBRCENW,1951,male,65.95
GBRCENW,1952,male,67.08
GBRCENW,1953,male,67.32
GBRCENW,1954,male,67.66
GBRCENW,1955,male,67.58
GBRCENW,1956,male,67.77
GBRCENW,1957,male,67.83
GBRCENW,1958,male,67.99
GBRCENW,1959,male,68.15
GBRCENW,1960,male,68.25
GBRCENW,1961,male,68.02
GBRCENW,1962,male,68.01
GBRCENW,1963,male,67.93
GBRCENW,1964,male,68.61
GBRCENW,1965,male,68.56
GBRCENW,1966,male,68.48
GBRCENW,1967,male,69.1
GBRCENW,1968,male,68.74
GBRCENW,1969,male,68.65
GBRCENW,1970,male,68.89
GBRCENW,1971,male,69.23
GBRCENW,1972,male,69.05
GBRCENW,1973,male,69.27
GBRCENW,1974,male,69.47
GBRCENW,1975,male,69.73
GBRCENW,1976,male,69.75
GBRCENW,1977,male,70.23
GBRCENW,1978,male,70.15
GBRCENW,1979,male,70.29
GBRCENW,1980,male,70.74
GBRCENW,1981,male,71.08
GBRCENW,1982,male,71.26
GBRCENW,1983,male,71.48
GBRCENW,1984,male,71.9
GBRCENW,1985,male,71.81
GBRCENW,1986,male,72.03
GBRCENW,1987,male,72.42
GBRCENW,1988,male,72.57
GBRCENW,1989,male,72.81
GBRCENW,1990,male,73.04
GBRCENW,1991,male,73.28
GBRCENW,1992,male,73.73
GBRCENW,1993,male,73.68
GBRCENW,1994,male,74.21
GBRCENW,1995,male,74.14
GBRCENW,1996,male,74.46
GBRCENW,1997,male,74.79
GBRCENW,1998,male,74.95
GBRCENW,1999,male,75.12
GBRCENW,2000,male,75.62
GBRCENW,2001,male,75.95
GBRCENW,2002,male,76.12
GBRCENW,2003,male,76.31
GBRCENW,2004,male,76.89
GBRCENW,2005,male,77.17
GBRCENW,2006,male,77.38
GBRCENW,2007,male,77.65
GBRCENW,2008,male,77.81
GBRCENW,2009,male,78.27
GBRCENW,2010,male,78.62
GBRCENW,2011,male,79.04
GBRCENW,2012,male,79.21
GBRCENW,2013,male,79.23
GBRCENW,2014,male,79.47
GBRCENW,2015,male,79.28
GBRCENW,2016,male,79.42
GBRTENW,1841,male,40.61
GBRTENW,1842,male,40.42
GBRTENW,1843,male,40.84
GBRTENW,1844,male,40.53
GBRTENW,1845,male,41.49
GBRTENW,1846,male,38.91
GBRTENW,1847,male,37.33
GBRTENW,1848,male,38.46
GBRTENW,1849,male,36.54
GBRTENW,1850,male,41.86
GBRTENW,1851,male,40.4
GBRTENW,1852,male,39.81
GBRTENW,1853,male,39.42
GBRTENW,1854,male,38.3
GBRTENW,1855,male,39.88
GBRTENW,1856,male,42.12
GBRTENW,1857,male,40.9
GBRTENW,1858,male,39.08
GBRTENW,1859,male,39.8
GBRTENW,1860,male,41.82
GBRTENW,1861,male,41.17
GBRTENW,1862,male,41.31
GBRTENW,1863,male,39.17
GBRTENW,1864,male,38.68
GBRTENW,1865,male,39.28
GBRTENW,1866,male,39.1
GBRTENW,1867,male,41.17
GBRTENW,1868,male,40.62
GBRTENW,1869,male,40.19
GBRTENW,1870,male,39.43
GBRTENW,1871,male,39.75
GBRTENW,1872,male,41.25
GBRTENW,1873,male,42.12
GBRTENW,1874,male,40.54
GBRTENW,1875,male,40.24
GBRTENW,1876,male,41.94
GBRTENW,1877,male,42.89
GBRTENW,1878,male,41.39
GBRTENW,1879,male,42.58
GBRTENW,1880,male,42.13
GBRTENW,1881,male,44.54
GBRTENW,1882,male,43.34
GBRTENW,1883,male,43.49
GBRTENW,1884,male,43.2
GBRTENW,1885,male,44.22
GBRTENW,1886,male,43.74
GBRTENW,1887,male,44.11
GBRTENW,1888,male,45.09
GBRTENW,1889,male,44.69
GBRTENW,1890,male,42.95
GBRTENW,1891,male,42.52
GBRTENW,1892,male,43.87
GBRTENW,1893,male,43.24
GBRTENW,1894,male,46.67
GBRTENW,1895,male,44.07
GBRTENW,1896,male,45.71
GBRTENW,1897,male,45.34
GBRTENW,1898,male,45.19
GBRTENW,1899,male,44.29
GBRTENW,1900,male,44.39
GBRTENW,1901,male,45.98
GBRTENW,1902,male,47.12
GBRTENW,1903,male,48.48
GBRTENW,1904,male,47.25
GBRTENW,1905,male,48.99
GBRTENW,1906,male,48.68
GBRTENW,1907,male,49.56
GBRTENW,1908,male,49.87
GBRTENW,1909,male,50.67
GBRTENW,1910,male,52.05
GBRTENW,1911,male,49.56
GBRTENW,1912,male,52.61
GBRTENW,1913,male,51.75
GBRTENW,1914,male,48.49
GBRTENW,1915,male,42.91
GBRTENW,1916,male,40.47
GBRTENW,1917,male,37.23
GBRTENW,1918,male,33.39
GBRTENW,1919,male,51.51
GBRTENW,1920,male,54.3
GBRTENW,1921,male,56.26
GBRTENW,1922,male,55.65
GBRTENW,1923,male,57.68
GBRTENW,1924,male,56.69
GBRTENW,1925,male,56.87
GBRTENW,1926,male,58
GBRTENW,1927,male,57.25
GBRTENW,1928,male,58.32
GBRTENW,1929,male,55.91
GBRTENW,1930,male,59.1
GBRTENW,1931,male,58.25
GBRTENW,1932,male,59.01
GBRTENW,1933,male,58.99
GBRTENW,1934,male,59.72
GBRTENW,1935,male,60.45
GBRTENW,1936,male,60.11
GBRTENW,1937,male,60.17
GBRTENW,1938,male,61.43
GBRTENW,1939,male,61.83
GBRTENW,1940,male,57.34
GBRTENW,1941,male,58.62
GBRTENW,1942,male,59.24
GBRTENW,1943,male,58.06
GBRTENW,1944,male,57.71
GBRTENW,1945,male,55.75
GBRTENW,1946,male,64.6
GBRTENW,1947,male,64.58
GBRTENW,1948,male,66.46
GBRTENW,1949,male,66.14
GBRTENW,1950,male,66.52
GBRTENW,1951,male,65.91
GBRTENW,1952,male,67.08
GBRTENW,1953,male,67.32
GBRTENW,1954,male,67.66
GBRTENW,1955,male,67.58
GBRTENW,1956,male,67.77
GBRTENW,1957,male,67.83
GBRTENW,1958,male,67.99
GBRTENW,1959,male,68.15
GBRTENW,1960,male,68.25
GBRTENW,1961,male,68.02
GBRTENW,1962,male,68.01
GBRTENW,1963,male,67.93
GBRTENW,1964,male,68.61
GBRTENW,1965,male,68.56
GBRTENW,1966,male,68.48
GBRTENW,1967,male,69.1
GBRTENW,1968,male,68.74
GBRTENW,1969,male,68.65
GBRTENW,1970,male,68.89
GBRTENW,1971,male,69.23
GBRTENW,1972,male,69.05
GBRTENW,1973,male,69.27
GBRTENW,1974,male,69.47
GBRTENW,1975,male,69.73
GBRTENW,1976,male,69.75
GBRTENW,1977,male,70.23
GBRTENW,1978,male,70.15
GBRTENW,1979,male,70.29
GBRTENW,1980,male,70.74
GBRTENW,1981,male,71.08
GBRTENW,1982,male,71.26
GBRTENW,1983,male,71.48
GBRTENW,1984,male,71.9
GBRTENW,1985,male,71.81
GBRTENW,1986,male,72.03
GBRTENW,1987,male,72.42
GBRTENW,1988,male,72.57
GBRTENW,1989,male,72.81
GBRTENW,1990,male,73.04
GBRTENW,1991,male,73.28
GBRTENW,1992,male,73.73
GBRTENW,1993,male,73.68
GBRTENW,1994,male,74.21
GBRTENW,1995,male,74.14
GBRTENW,1996,male,74.46
GBRTENW,1997,male,74.79
GBRTENW,1998,male,74.95
GBRTENW,1999,male,75.12
GBRTENW,2000,male,75.62
GBRTENW,2001,male,75.95
GBRTENW,2002,male,76.12
GBRTENW,2003,male,76.31
GBRTENW,2004,male,76.89
GBRTENW,2005,male,77.17
GBRTENW,2006,male,77.38
GBRTENW,2007,male,77.65
